filename,cloaked_distance,ai_distance
45_0_1_20170117165545265,ERROR,ERROR
38_0_0_20170117121550630,0.511919,0.649101
73_1_0_20170110125254674,0.443589,0.44456
60_1_0_20170110160643704,0.002534,0.620499
78_1_0_20170110181616162,0.448716,0.354369
58_0_1_20170113190411755,-0.0,0.384923
85_1_0_20170120221906501,0.238557,0.260386
42_0_0_20170117120422779,0.485408,0.594569
62_1_0_20170110131856737,0.365452,0.356746
65_1_0_20170110160643954,0.005041,0.488676
38_1_1_20170116012202989,ERROR,ERROR
67_0_0_20170111193821219,0.889314,0.533604
83_1_0_20170110131402507,0.400223,0.361403
68_1_0_20170109221126838,0.558116,0.565642
60_1_0_20170110154619614,0.197672,0.445251
68_1_0_20170110155156093,0.530118,0.454572
45_1_0_20170117175326912,0.316383,0.420778
33_1_1_20170117014021084,0.198025,0.289645
40_1_0_20170109220527167,0.486675,0.458075
85_1_2_20170110175723033,0.117241,0.194631
39_1_0_20170109221036374,0.508531,0.618711
55_1_0_20170110160643438,0.568854,0.5118
65_0_0_20170111210257547,0.336702,0.480661
35_1_4_20170117194818924,0.613676,0.587924
26_1_1_20170116231831266,0.420046,0.406777
50_1_4_20170117203355296,0.564179,0.56748
26_0_1_20170113155031025,-0.0,0.366525
60_1_0_20170110141405608,0.098836,0.177655
27_1_1_20170113012330703,ERROR,ERROR
58_0_0_20170111171747501,ERROR,ERROR
59_0_0_20170111201348742,0.371747,0.54357
69_0_0_20170111203934092,0.556118,0.723908
60_0_0_20170111201520536,0.25841,0.429706
37_1_3_20170119193409372,0.0,0.340322
38_1_1_20170113012502193,0.283473,0.358555
54_0_0_20170117171455802,0.286061,0.425975
80_1_0_20170110140603775,0.387093,0.51415
72_1_0_20170110141531648,0.003893,0.686974
38_1_1_20170116223105812,0.356563,0.43997
54_0_4_20170117204308977,0.880081,0.513422
53_1_0_20170109220751701,0.380033,0.322431
25_0_1_20170113150958863,0.356645,0.521836
63_0_0_20170117195022504,0.798225,0.448805
23_1_4_20170117194311620,0.350687,0.414006
69_1_0_20170110141818223,ERROR,ERROR
32_1_0_20170116220851784,0.137158,0.491448
24_1_4_20170117194821716,0.636332,0.708758
25_1_0_20170117142855562,0.0,0.694088
75_0_2_20170112220538967,0.87722,0.333744
90_1_0_20170117175312742,0.346579,0.390102
50_1_0_20170117160743553,0.300639,0.364891
45_0_4_20170117201123717,0.691698,0.721511
66_1_0_20170110160643985,0.468813,0.455582
53_1_0_20170110160643235,0.341388,0.405216
34_1_1_20170116012243049,0.156549,0.440244
56_0_0_20170111200430322,0.690545,0.64714
36_1_1_20170113012249151,0.134709,0.358795
75_0_0_20170111210208339,0.270691,0.413835
55_0_1_20170113195601362,0.884316,0.338472
60_1_0_20170110143517260,0.290363,0.331258
62_0_0_20170111171747588,0.66224,0.755295
50_0_0_20170117190657761,0.77146,0.368888
56_1_0_20170110153837637,0.331619,0.324566
65_1_0_20170110140444495,0.455447,0.484465
90_1_1_20170113184500142,0.120363,0.852546
73_1_0_20170110183953439,0.272702,0.237985
69_1_0_20170110141854535,0.34332,0.38918
55_1_0_20170110160643391,0.328821,0.376806
90_0_0_20170111210057456,0.141586,0.184095
47_1_0_20170109220729248,0.225053,0.347616
90_0_0_20170111210545876,0.219369,0.842456
85_1_0_20170110183520442,0.346107,0.540366
90_0_0_20170111210151491,0.44679,0.333106
63_1_0_20170117175356028,0.09393,0.172333
72_1_0_20170110153733573,0.404934,0.457535
28_0_1_20170117015429533,0.374571,0.403548
25_0_0_20170117143546538,0.256665,0.362099
50_0_0_20170111171747294,0.61579,0.666156
50_1_0_20170117143959322,0.560144,0.585841
90_1_0_20170110183406830,0.334314,0.396018
55_1_0_20170110160643407,0.499103,0.590653
49_1_3_20170109142436892,0.35192,0.429503
80_1_0_20170120221022764,0.325444,0.325068
74_1_0_20170110153238490,0.071405,0.602979
52_1_0_20170110123106118,0.001826,0.313982
27_0_0_20170117195011835,0.927129,0.6875
63_1_0_20170109221021608,0.615297,0.548247
45_0_0_20170117182743885,0.235789,0.354024
53_1_0_20170110160643204,0.408398,0.416017
36_1_0_20170103182902892,0.427392,0.425498
80_0_0_20170117173307368,0.0,0.544597
56_1_0_20170110160643563,0.007889,0.358539
75_1_0_20170110180500719,0.29857,0.347104
66_1_0_20170110122210413,0.70876,0.695956
22_1_3_20170117143926531,0.39881,0.325217
75_0_3_20170111202756116,0.692943,0.851627
54_1_2_20170116193018666,0.28609,0.423841
55_1_0_20170110160643376,0.386536,0.477993
69_1_2_20170110141905175,0.426368,0.44449
45_0_0_20170117191915121,0.329771,0.455074
65_0_0_20170117171054325,0.36972,0.826608
90_0_0_20170111211402785,0.022878,0.271722
48_1_0_20170110125249128,0.006115,0.335584
50_1_0_20170110141207224,0.007695,0.495495
62_1_0_20170110160643782,0.471718,0.424326
40_1_1_20170116223441453,0.155846,0.178957
27_1_1_20170117013825934,0.473033,0.439681
59_1_0_20170110141538799,0.827026,0.340345
35_1_0_20170117135422687,ERROR,ERROR
27_1_3_20170117180032189,0.222499,0.935195
72_1_0_20170110120829664,0.660242,0.598187
23_1_4_20170117194315659,0.926686,0.923796
60_1_0_20170110141408280,0.405099,0.31736
50_0_3_20170113190323248,0.450803,0.452674
72_1_0_20170110183657201,0.366515,0.36112
38_1_1_20170117141853541,0.0,0.942408
30_1_2_20170117141055697,0.198287,0.258199
26_1_1_20170116233048680,0.624347,0.565373
47_0_1_20170117172015693,0.9056,0.399315
75_1_0_20170110122303534,0.042384,0.803701
40_1_1_20170113012745577,-0.0,0.217734
24_0_0_20170117150146771,0.0,0.687073
70_1_0_20170110122851852,0.430423,0.539149
59_0_0_20170111171747523,0.671102,0.638899
85_1_1_20170110183033556,0.149493,0.236483
75_0_0_20170111210525525,0.256415,0.370358
23_0_0_20170117134919191,-0.0,0.458957
73_0_0_20170111223400971,0.291797,0.357813
57_1_0_20170110160643579,0.006533,0.31956
50_1_0_20170110123120845,0.559316,0.54972
68_1_0_20170110143406927,0.280358,0.272492
56_1_0_20170110141043329,0.44798,0.423171
80_1_0_20170110153259184,0.371119,0.495143
49_1_0_20170109220611995,0.559026,0.546931
82_0_4_20170117190644623,ERROR,ERROR
31_0_1_20170117181933252,0.351608,0.493674
31_1_1_20170116003404772,0.538802,0.612658
85_0_0_20170111210017033,0.124976,0.249651
71_1_0_20170110141720224,0.262722,0.377947
56_1_0_20170109220552870,0.008366,0.36021
49_1_0_20170109220421978,0.404779,0.476449
75_0_0_20170117192228563,0.404571,0.600796
27_1_0_20170117150925811,0.561507,0.554109
60_1_1_20170116153456340,ERROR,ERROR
67_1_0_20170110120952264,ERROR,ERROR
62_1_0_20170110160643766,0.333546,0.56263
110_0_0_20170112213500903,0.171229,0.281981
34_1_0_20170117180039028,ERROR,ERROR
32_1_1_20170117194640746,0.387318,0.518357
56_0_0_20170117174903919,0.646744,0.650301
51_0_0_20170111171747335,0.471715,0.499878
40_0_0_20170117181229922,-0.0,0.343692
34_0_0_20170117141607879,0.335458,0.276859
72_1_0_20170110122329893,0.301274,0.403688
54_0_0_20170113210125997,0.518824,0.327381
29_0_2_20170116161810177,0.0,0.266601
59_0_0_20170111203940975,0.556281,0.573001
22_1_2_20170116165942740,ERROR,ERROR
29_1_1_20170113011557016,1e-06,0.209754
45_0_0_20170117170948114,0.4114,0.550567
45_0_0_20170117173032588,-0.0,0.446538
100_1_2_20170112213615815,ERROR,ERROR
48_1_0_20170117154722170,0.280255,0.427117
35_0_4_20170117194507893,0.423116,0.562465
24_1_4_20170117194806829,0.309705,0.292266
37_0_1_20170116030128110,-0.0,0.287193
60_0_0_20170117160634375,0.38275,0.543897
51_0_0_20170117160754830,0.716179,0.671404
45_1_1_20170113005725568,0.0,0.913943
69_1_0_20170110140940217,0.598117,0.586356
80_1_0_20170110154556609,0.375335,0.27209
68_1_0_20170110143337087,0.469104,0.505639
53_1_0_20170110122130739,0.366357,0.308468
37_1_1_20170117164315529,0.432183,0.567828
45_1_0_20170109220540006,0.236862,0.375873
30_1_2_20170116164729972,0.022479,0.134015
65_0_1_20170111171747640,ERROR,ERROR
51_0_0_20170111171747340,0.455556,0.603267
90_0_0_20170111210501751,0.101943,0.169425
50_1_0_20170110151434231,0.768223,0.744886
51_1_0_20170110160643172,0.588697,0.691762
88_1_0_20170110183704246,0.096265,0.213757
84_1_0_20170120230246475,0.201819,0.299668
32_1_0_20170113010345079,0.0,0.448606
89_0_1_20170117194109597,ERROR,ERROR
35_1_3_20170117145058906,0.350808,0.338334
54_0_0_20170117171109228,0.430813,0.553358
22_1_2_20170116172741591,0.064204,0.214209
50_0_2_20170116192850841,0.689837,0.820461
54_0_0_20170111210429835,0.384345,0.502302
72_1_0_20170110183821487,0.226436,0.241369
37_0_1_20170117154312933,0.350917,0.376188
32_1_1_20170116023841155,ERROR,ERROR
